Formula modelo,MAE train,MAE test,Variación validación (MAE)
Y~Y4+Y14+CLASE_ACCIDENTE+FESTIVO+QUINCENA_DESPUES,6.393689248586063,6.565943781151865,2.69413363503544
Y~Y4+Y14+CLASE_ACCIDENTE+QUINCENA+QUINCENA_DESPUES,6.406189575305087,6.57546220678173,2.6423294141835063
Y~Y4+Y14+DIA_SEMANA+FIN_SEMANA+FESTIVO,6.687619428302113,6.742831622470013,0.8255881597305249
Y~Y4+Y14+DIA_SEMANA+FIN_SEMANA+QUINCENA,6.707282500283307,6.755166130047389,0.7139050690359159
Y~Y4+Y14+DIA_SEMANA+FIN_SEMANA+QUINCENA_DESPUES,6.702959095868186,6.7516993568404615,0.7271454334596738
Y~Y4+Y14+DIA_SEMANA+FESTIVO+QUINCENA,6.697578487981548,6.742558768515217,0.6715901965819995
Y~Y4+Y14+DIA_SEMANA+FESTIVO+QUINCENA_DESPUES,6.657315509084581,6.6966964247301215,0.5915434771237896
Y~Y4+Y14+DIA_SEMANA+QUINCENA+QUINCENA_DESPUES,6.67522584098305,6.703301824870897,0.4205997603178073
Y~Y4+Y14+FIN_SEMANA+FESTIVO+QUINCENA,6.687878612023502,6.748978822331506,0.913596281459987
Y~Y4+Y14+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,6.685116419629202,6.747456814653671,0.9325251964411828
Y~Y4+Y14+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,6.703280168831435,6.759098572409745,0.8327028286517297
Y~Y4+Y14+FESTIVO+QUINCENA+QUINCENA_DESPUES,6.697438654443668,6.755730890968008,0.8703661135539222
Y~Y4+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+FESTIVO,6.926502657014569,7.159877285288087,3.369299628249997
Y~Y4+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+QUINCENA,6.946001218064706,7.1737756033338425,3.279216028306416
Y~Y4+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+QUINCENA_DESPUES,6.942367711925528,7.17317090064505,3.324560125546941
Y~Y4+CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO+QUINCENA,6.978788261464083,7.152505386688933,2.4892161606921395
Y~Y4+CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO+QUINCENA_DESPUES,6.977705541348234,7.15293732598522,2.5113095357579023
Y~Y4+CLASE_ACCIDENTE+DIA_SEMANA+QUINCENA+QUINCENA_DESPUES,6.981654662938746,7.158322338908647,2.530455665584825
Y~Y4+CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO+QUINCENA,6.943099783733015,7.184031696970335,3.470091468392828
Y~Y4+CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,6.941272197464636,7.187431357698462,3.5463118752746463
Y~Y4+CLASE_ACCIDENTE+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,6.959265522177561,7.197204895488776,3.4190299616095587
Y~Y4+CLASE_ACCIDENTE+FESTIVO+QUINCENA+QUINCENA_DESPUES,6.971076924398875,7.190003847360423,3.1405036170996805
Y~Y4+DIA_SEMANA+FIN_SEMANA+FESTIVO+QUINCENA,7.84004314045721,7.856274272624843,0.2070286078385809
Y~Y4+DIA_SEMANA+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,7.838258290914083,7.860519317866844,0.2840047638971741
Y~Y4+DIA_SEMANA+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,7.853594215082405,7.863536416939068,0.1265942902622744
Y~Y4+DIA_SEMANA+FESTIVO+QUINCENA+QUINCENA_DESPUES,7.855762633451958,7.846232572644173,0.1213129934349558
Y~Y4+FIN_SEMANA+FESTIVO+QUINCENA+QUINCENA_DESPUES,7.840240803446715,7.895908438821841,0.7100245613712912
Y~Y7+Y14+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA,6.096172952867653,6.216773253767168,1.9782952654383603
Y~Y7+Y14+CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO,6.0910827090017605,6.204494506149747,1.8619316559333572
Y~Y7+Y14+CLASE_ACCIDENTE+DIA_SEMANA+QUINCENA,6.096045967066853,6.2170600079000655,1.9851234962297808
Y~Y7+Y14+CLASE_ACCIDENTE+DIA_SEMANA+QUINCENA_DESPUES,6.092916356364575,6.212969432943516,1.970371322323097
Y~Y7+Y14+CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO,6.090079947954753,6.203297581782227,1.8590500419538156
Y~Y7+Y14+CLASE_ACCIDENTE+FIN_SEMANA+QUINCENA,6.096177545679678,6.216769417821799,1.978155512015609
Y~Y7+Y14+CLASE_ACCIDENTE+FIN_SEMANA+QUINCENA_DESPUES,6.093012115053352,6.2126199672861455,1.9630332251808855
Y~Y7+Y14+CLASE_ACCIDENTE+FESTIVO+QUINCENA,6.091834926335799,6.204716144015278,1.852992063056064
Y~Y7+Y14+CLASE_ACCIDENTE+FESTIVO+QUINCENA_DESPUES,6.089014473795416,6.204296644817055,1.893281277582204
Y~Y7+Y14+CLASE_ACCIDENTE+QUINCENA+QUINCENA_DESPUES,6.093788486722628,6.213151193089523,1.958760246223944
Y~Y7+Y14+DIA_SEMANA+FIN_SEMANA+FESTIVO,6.371577818793998,6.446451990011666,1.1751276268935218
Y~Y7+Y14+DIA_SEMANA+FIN_SEMANA+QUINCENA,6.378010793111537,6.458500125740862,1.2619817563848614
Y~Y7+Y14+DIA_SEMANA+FIN_SEMANA+QUINCENA_DESPUES,6.3734039801301305,6.452884853117008,1.247071003731586
Y~Y7+Y14+DIA_SEMANA+FESTIVO+QUINCENA,6.371103056372838,6.44613813093567,1.177740713011644
Y~Y7+Y14+DIA_SEMANA+FESTIVO+QUINCENA_DESPUES,6.367227187950366,6.444056619779983,1.2066387700915102
Y~Y7+Y14+DIA_SEMANA+QUINCENA+QUINCENA_DESPUES,6.373400834048303,6.45287830964418,1.2470183135397443
Y~Y7+Y14+FIN_SEMANA+FESTIVO+QUINCENA,6.3715737038959,6.446443423558633,1.1750585199533106
Y~Y7+Y14+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,6.367657962067859,6.444297537970921,1.2035755745613888
Y~Y7+Y14+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,6.373399788428672,6.452876134880768,1.247000801619107
Y~Y7+Y14+FESTIVO+QUINCENA+QUINCENA_DESPUES,6.367654643923698,6.444290223828245,1.2035134471005924
Y~Y7+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+FESTIVO,6.309987822686471,6.271258559238836,0.6137771503835696
Y~Y7+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+QUINCENA,6.317624506706676,6.28447622784008,0.5246953001307153
Y~Y7+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+QUINCENA_DESPUES,6.3112794859293295,6.278950371806396,0.5122434237781757
Y~Y7+CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO+QUINCENA,6.31133201365885,6.274484740961706,0.5838271955492081
Y~Y7+CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO+QUINCENA_DESPUES,6.306105637165462,6.271747989008923,0.5448314718048798
Y~Y7+CLASE_ACCIDENTE+DIA_SEMANA+QUINCENA+QUINCENA_DESPUES,6.311216104877661,6.27986748111906,0.4967128876219849
Y~Y7+CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO+QUINCENA,6.310062329929656,6.271095074105443,0.6175415358321397
Y~Y7+CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,6.305326270352095,6.268496972352871,0.5840982118942267
Y~Y7+CLASE_ACCIDENTE+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,6.311478509868242,6.27861872579815,0.5206352840893645
Y~Y7+CLASE_ACCIDENTE+FESTIVO+QUINCENA+QUINCENA_DESPUES,6.3088265806936565,6.270904554997654,0.6010947552759192
Y~Y7+DIA_SEMANA+FIN_SEMANA+FESTIVO+QUINCENA,6.949448688116128,6.76018550109947,2.723427361084143
Y~Y7+DIA_SEMANA+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,6.944391146908164,6.754990681467604,2.727387634622038
Y~Y7+DIA_SEMANA+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,6.949819008708852,6.7611747913706175,2.7143759729835204
Y~Y7+DIA_SEMANA+FESTIVO+QUINCENA+QUINCENA_DESPUES,6.9447488149915895,6.753331074835094,2.7562946516263227
Y~Y7+FIN_SEMANA+FESTIVO+QUINCENA+QUINCENA_DESPUES,6.944943994291185,6.75405775780149,2.748564087004947
Y~Y14+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+FESTIVO,6.5960183352976935,6.9892489125824895,5.961635600381462
Y~Y14+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+QUINCENA,6.609158530565354,7.007773742736573,6.031255118601623
Y~Y14+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+QUINCENA_DESPUES,6.604022268030319,7.00076335452067,6.007567364073719
Y~Y14+CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO+QUINCENA,6.600977323200568,6.993796577262804,5.950925670984928
Y~Y14+CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO+QUINCENA_DESPUES,6.596934923953629,6.988942870581266,5.942273967327567
Y~Y14+CLASE_ACCIDENTE+DIA_SEMANA+QUINCENA+QUINCENA_DESPUES,6.60676188033239,7.004394806777511,6.018575115123055
Y~Y14+CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO+QUINCENA,6.596491316864748,6.9897848040803146,5.962161827001316
Y~Y14+CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,6.593564442208694,6.985243237827064,5.940319519910017
Y~Y14+CLASE_ACCIDENTE+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,6.604656363173651,7.001526528121559,6.008944949214672
Y~Y14+CLASE_ACCIDENTE+FESTIVO+QUINCENA+QUINCENA_DESPUES,6.598656539739548,6.989867357627379,5.928643437218081
Y~Y14+DIA_SEMANA+FIN_SEMANA+FESTIVO+QUINCENA,7.421791877055318,7.674118824497608,3.399811684592854
Y~Y14+DIA_SEMANA+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,7.417814314924386,7.669240828053506,3.389495914224471
Y~Y14+DIA_SEMANA+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,7.428764382516456,7.6809775994589,3.395089734384709
Y~Y14+DIA_SEMANA+FESTIVO+QUINCENA+QUINCENA_DESPUES,7.416894956578694,7.668978147816704,3.3987698722147264
Y~Y14+FIN_SEMANA+FESTIVO+QUINCENA+QUINCENA_DESPUES,7.416693563987223,7.67260280971873,3.4504492267836127
Y~CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+FESTIVO+QUINCENA,7.238513132356133,8.16352608074901,12.779046352186215
Y~CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,7.235481205899212,8.161404398670776,12.796981519579404
Y~CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,7.255031267015771,8.181246513867565,12.766523158387107
Y~CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO+QUINCENA+QUINCENA_DESPUES,7.305413103676973,8.226996747563904,12.615079131159296
Y~CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO+QUINCENA+QUINCENA_DESPUES,7.256416653699149,8.177785825436207,12.697302480107254
Y~DIA_SEMANA+FIN_SEMANA+FESTIVO+QUINCENA+QUINCENA_DESPUES,21.57965317877583,20.04077283991449,7.131163444159844
Y~Y1+Y2+Y3+Y4+Y7+Y14,5.829061212950935,5.803344625188521,0.4411788935288244
Y~Y1+Y2+Y3+Y4+Y7+CLASE_ACCIDENTE,5.936103533040192,5.883746872492121,0.8820038305709329
Y~Y1+Y2+Y3+Y4+Y7+DIA_SEMANA,5.940346370943041,5.893574435169668,0.7873604139003617
Y~Y1+Y2+Y3+Y4+Y7+FIN_SEMANA,5.935488326240738,5.896575237950101,0.655600451922424
Y~Y1+Y2+Y3+Y4+Y7+FESTIVO,5.9248365349556,5.861118218502438,1.0754442941545148
Y~Y1+Y2+Y3+Y4+Y7+QUINCENA,5.931270530883583,5.863497960412662,1.1426315848861608
Y~Y1+Y2+Y3+Y4+Y7+QUINCENA_DESPUES,5.927005831649329,5.865101269957019,1.0444491443175148
Y~Y1+Y2+Y3+Y4+Y14+CLASE_ACCIDENTE,6.061889612261909,6.155306003467466,1.5410440832936945
Y~Y1+Y2+Y3+Y4+Y14+DIA_SEMANA,6.089903619944053,6.164810264368018,1.230013627451355
Y~Y1+Y2+Y3+Y4+Y14+FIN_SEMANA,6.084790947180911,6.169413243874869,1.3907182256304844
Y~Y1+Y2+Y3+Y4+Y14+FESTIVO,6.06998766349481,6.12878847980503,0.9687139343602116
Y~Y1+Y2+Y3+Y4+Y14+QUINCENA,6.078742667960621,6.133415193543772,0.8994051659945109
Y~Y1+Y2+Y3+Y4+Y14+QUINCENA_DESPUES,6.0742091802874105,6.135057535155213,1.0017494139858314
Y~Y1+Y2+Y3+Y4+CLASE_ACCIDENTE+DIA_SEMANA,6.2460866897240646,6.344777141793675,1.5800365408308232
Y~Y1+Y2+Y3+Y4+CLASE_ACCIDENTE+FIN_SEMANA,6.241103109632088,6.360402905035397,1.9115177767082585
Y~Y1+Y2+Y3+Y4+CLASE_ACCIDENTE+FESTIVO,6.239219752853144,6.345989274135914,1.7112639963345704
Y~Y1+Y2+Y3+Y4+CLASE_ACCIDENTE+QUINCENA,6.248559149415018,6.346152457626615,1.5618529948737552
Y~Y1+Y2+Y3+Y4+CLASE_ACCIDENTE+QUINCENA_DESPUES,6.24504577220762,6.350213418263424,1.6840172176772934
Y~Y1+Y2+Y3+Y4+DIA_SEMANA+FIN_SEMANA,6.303025319244643,6.4034912906080255,1.5939325367555766
Y~Y1+Y2+Y3+Y4+DIA_SEMANA+FESTIVO,6.299432529224133,6.404730308468114,1.67154388519103
Y~Y1+Y2+Y3+Y4+DIA_SEMANA+QUINCENA,6.314843253550795,6.408899339295521,1.48944450350116
Y~Y1+Y2+Y3+Y4+DIA_SEMANA+QUINCENA_DESPUES,6.310951980602642,6.414294435813518,1.6375097691839415
Y~Y1+Y2+Y3+Y4+FIN_SEMANA+FESTIVO,6.299880242127065,6.4128185175069286,1.7927051156409215
Y~Y1+Y2+Y3+Y4+FIN_SEMANA+QUINCENA,6.317261327922047,6.419954966006819,1.625603766475042
Y~Y1+Y2+Y3+Y4+FIN_SEMANA+QUINCENA_DESPUES,6.312162615144152,6.425431601052352,1.7944560812873525
Y~Y1+Y2+Y3+Y4+FESTIVO+QUINCENA,6.335115480282424,6.415496202283494,1.26881226161148
Y~Y1+Y2+Y3+Y4+FESTIVO+QUINCENA_DESPUES,6.332475344136588,6.421116554746947,1.3997876942771483
Y~Y1+Y2+Y3+Y4+QUINCENA+QUINCENA_DESPUES,6.340967862301245,6.419720524716526,1.2419659604882585
Y~Y1+Y2+Y3+Y7+Y14+CLASE_ACCIDENTE,5.876172098811209,5.862867057536691,0.2264236147408024
Y~Y1+Y2+Y3+Y7+Y14+DIA_SEMANA,5.879339433685483,5.876118062864872,0.0547913733667889
Y~Y1+Y2+Y3+Y7+Y14+FIN_SEMANA,5.878608070195677,5.8759931224995166,0.0444824295978804
Y~Y1+Y2+Y3+Y7+Y14+FESTIVO,5.868040316392468,5.848221746159077,0.3377374585860747
Y~Y1+Y2+Y3+Y7+Y14+QUINCENA,5.873880310706362,5.854859042583161,0.3238279828162363
Y~Y1+Y2+Y3+Y7+Y14+QUINCENA_DESPUES,5.868995865206861,5.85399876326116,0.2555309679907625
Y~Y1+Y2+Y3+Y7+CLASE_ACCIDENTE+DIA_SEMANA,5.96475930793924,5.893509238776296,1.194517087522864
Y~Y1+Y2+Y3+Y7+CLASE_ACCIDENTE+FIN_SEMANA,5.954780572754504,5.913182544528871,0.6985652572314845
Y~Y1+Y2+Y3+Y7+CLASE_ACCIDENTE+FESTIVO,5.96698913242606,5.8968113671207565,1.176100102544863
Y~Y1+Y2+Y3+Y7+CLASE_ACCIDENTE+QUINCENA,5.97299576419176,5.900881717856645,1.207334630428498
Y~Y1+Y2+Y3+Y7+CLASE_ACCIDENTE+QUINCENA_DESPUES,5.96888686472959,5.90440716271304,1.0802634306500851
Y~Y1+Y2+Y3+Y7+DIA_SEMANA+FIN_SEMANA,6.002870475182654,5.942209320108777,1.0105357982429422
Y~Y1+Y2+Y3+Y7+DIA_SEMANA+FESTIVO,5.995278924705343,5.93069158938646,1.07730326028255
Y~Y1+Y2+Y3+Y7+DIA_SEMANA+QUINCENA,6.005765227574356,5.938440489248548,1.1210018336497525
Y~Y1+Y2+Y3+Y7+DIA_SEMANA+QUINCENA_DESPUES,5.998102129178929,5.939359332638438,0.9793563909944992
Y~Y1+Y2+Y3+Y7+FIN_SEMANA+FESTIVO,5.995478853715529,5.937715995572048,0.9634402781303136
Y~Y1+Y2+Y3+Y7+FIN_SEMANA+QUINCENA,6.005501098724232,5.946740310971776,0.9784493714427804
Y~Y1+Y2+Y3+Y7+FIN_SEMANA+QUINCENA_DESPUES,6.000465168768069,5.948407920500184,0.8675535446624815
Y~Y1+Y2+Y3+Y7+FESTIVO+QUINCENA,5.997245118600152,5.913108216260124,1.4029258547242318
Y~Y1+Y2+Y3+Y7+FESTIVO+QUINCENA_DESPUES,5.994037118728808,5.9163376429968375,1.296279522347176
Y~Y1+Y2+Y3+Y7+QUINCENA+QUINCENA_DESPUES,5.997913871412814,5.918932117704379,1.3168204045889498
Y~Y1+Y2+Y3+Y14+CLASE_ACCIDENTE+DIA_SEMANA,6.139557156075602,6.199043027065308,0.9688951414165023
Y~Y1+Y2+Y3+Y14+CLASE_ACCIDENTE+FIN_SEMANA,6.123744765034402,6.196363852806546,1.1858607854916992
Y~Y1+Y2+Y3+Y14+CLASE_ACCIDENTE+FESTIVO,6.1303526679541305,6.194712418809671,1.0498539699351206
Y~Y1+Y2+Y3+Y14+CLASE_ACCIDENTE+QUINCENA,6.139194058945293,6.200623370493731,1.0006087274425008
Y~Y1+Y2+Y3+Y14+CLASE_ACCIDENTE+QUINCENA_DESPUES,6.133235270946144,6.203485859870156,1.145408350088862
Y~Y1+Y2+Y3+Y14+DIA_SEMANA+FIN_SEMANA,6.183849129470584,6.225045794796925,0.6661977752660321
Y~Y1+Y2+Y3+Y14+DIA_SEMANA+FESTIVO,6.166819147188641,6.219012485473214,0.8463575311490508
Y~Y1+Y2+Y3+Y14+DIA_SEMANA+QUINCENA,6.18326046989278,6.230989019820451,0.7718993912688794
Y~Y1+Y2+Y3+Y14+DIA_SEMANA+QUINCENA_DESPUES,6.174686578081256,6.2308792054353335,0.9100482533566728
Y~Y1+Y2+Y3+Y14+FIN_SEMANA+FESTIVO,6.174297906576418,6.223782852012584,0.8014667608354065
Y~Y1+Y2+Y3+Y14+FIN_SEMANA+QUINCENA,6.188247303590852,6.232268505056761,0.7113678446620165
Y~Y1+Y2+Y3+Y14+FIN_SEMANA+QUINCENA_DESPUES,6.183160937408947,6.234865503152675,0.8362157522200138
Y~Y1+Y2+Y3+Y14+FESTIVO+QUINCENA,6.172876065770917,6.201671035680059,0.4664757497532187
Y~Y1+Y2+Y3+Y14+FESTIVO+QUINCENA_DESPUES,6.169028237131371,6.205504766049386,0.5912848428616764
Y~Y1+Y2+Y3+Y14+QUINCENA+QUINCENA_DESPUES,6.17553294829725,6.207312034583732,0.5145966599570079
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA,6.341885701628499,6.438160576939492,1.5180796349935928
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO,6.341544343624964,6.4469586965973225,1.6622820445674191
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+DIA_SEMANA+QUINCENA,6.375128479121663,6.457701912011356,1.2952434317225006
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+DIA_SEMANA+QUINCENA_DESPUES,6.370941415828911,6.46327470075045,1.4492879292867504
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO,6.337865520846894,6.4476466033703375,1.7321459750501875
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+FIN_SEMANA+QUINCENA,6.353494481176587,6.455758148780047,1.6095656950113908
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+FIN_SEMANA+QUINCENA_DESPUES,6.347544262865164,6.460573438348813,1.780675656645687
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+FESTIVO+QUINCENA,6.3683232552699645,6.454061031825736,1.3463163397809816
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+FESTIVO+QUINCENA_DESPUES,6.365084853056144,6.460200859982895,1.4943399675352704
Y~Y1+Y2+Y3+CLASE_ACCIDENTE+QUINCENA+QUINCENA_DESPUES,6.3730450460682775,6.462287948215672,1.4003180818947958
Y~Y1+Y2+Y3+DIA_SEMANA+FIN_SEMANA+FESTIVO,6.481559706188008,6.558991051742281,1.1946406276308683
Y~Y1+Y2+Y3+DIA_SEMANA+FIN_SEMANA+QUINCENA,6.498782532812784,6.565580917616832,1.0278599794158083
Y~Y1+Y2+Y3+DIA_SEMANA+FIN_SEMANA+QUINCENA_DESPUES,6.492584816442954,6.569505916353546,1.1847531004259482
Y~Y1+Y2+Y3+DIA_SEMANA+FESTIVO+QUINCENA,6.484003985524312,6.577588067295773,1.4433069748320655
Y~Y1+Y2+Y3+DIA_SEMANA+FESTIVO+QUINCENA_DESPUES,6.4759243252624605,6.580902161404589,1.6210479133088718
Y~Y1+Y2+Y3+DIA_SEMANA+QUINCENA+QUINCENA_DESPUES,6.493530912792642,6.589489185915212,1.4777518488982
Y~Y1+Y2+Y3+FIN_SEMANA+FESTIVO+QUINCENA,6.492597078196349,6.571755448761511,1.2192096569644586
Y~Y1+Y2+Y3+FIN_SEMANA+FESTIVO+QUINCENA_DESPUES,6.486755653847037,6.57687449095102,1.3892744218064856
Y~Y1+Y2+Y3+FIN_SEMANA+QUINCENA+QUINCENA_DESPUES,6.5026595117714665,6.58369146335486,1.246135545567245
Y~Y1+Y2+Y3+FESTIVO+QUINCENA+QUINCENA_DESPUES,6.527102407799858,6.593333828745095,1.0147139849696671
Y~Y1+Y2+Y4+Y7+Y14+CLASE_ACCIDENTE,5.909834647364482,5.759301700899956,2.5471600382534776
Y~Y1+Y2+Y4+Y7+Y14+DIA_SEMANA,5.912217074046714,5.773478107280202,2.346648728030366
Y~Y1+Y2+Y4+Y7+Y14+FIN_SEMANA,5.917786065050447,5.790110851125011,2.1574827565914734
Y~Y1+Y2+Y4+Y7+Y14+FESTIVO,5.900948903055946,5.7529953902728845,2.5072834083759026
Y~Y1+Y2+Y4+Y7+Y14+QUINCENA,5.908727709017176,5.758326668892273,2.54540482370476
Y~Y1+Y2+Y4+Y7+Y14+QUINCENA_DESPUES,5.903603650332289,5.7572887246759405,2.478400216588267
Y~Y1+Y2+Y4+Y7+CLASE_ACCIDENTE+DIA_SEMANA,6.013103410916804,5.810225436949958,3.373931231558738
Y~Y1+Y2+Y4+Y7+CLASE_ACCIDENTE+FIN_SEMANA,5.997615166914681,5.818960259900551,2.9787657600918527
Y~Y1+Y2+Y4+Y7+CLASE_ACCIDENTE+FESTIVO,6.007346816013949,5.805418244608712,3.361360307464687
Y~Y1+Y2+Y4+Y7+CLASE_ACCIDENTE+QUINCENA,6.014556181988048,5.808997947196708,3.417679186486443
Y~Y1+Y2+Y4+Y7+CLASE_ACCIDENTE+QUINCENA_DESPUES,6.010393399361352,5.813417815487939,3.2772494375217263
Y~Y1+Y2+Y4+Y7+DIA_SEMANA+FIN_SEMANA,6.057644542052593,5.8556695172069295,3.33421717704858
Y~Y1+Y2+Y4+Y7+DIA_SEMANA+FESTIVO,6.035459215054607,5.820567592809421,3.560485036650892
Y~Y1+Y2+Y4+Y7+DIA_SEMANA+QUINCENA,6.050810832789617,5.830081182940594,3.647935061081055
Y~Y1+Y2+Y4+Y7+DIA_SEMANA+QUINCENA_DESPUES,6.044551646463359,5.830439289094501,3.542237206197642
Y~Y1+Y2+Y4+Y7+FIN_SEMANA+FESTIVO,6.049077032497014,5.847816118879114,3.3271342476989583
Y~Y1+Y2+Y4+Y7+FIN_SEMANA+QUINCENA,6.060628211671498,5.856780792219187,3.36347012772939
Y~Y1+Y2+Y4+Y7+FIN_SEMANA+QUINCENA_DESPUES,6.056367287864376,5.856956542238443,3.292580125143797
Y~Y1+Y2+Y4+Y7+FESTIVO+QUINCENA,6.042195080755213,5.814300315219174,3.771721410682333
Y~Y1+Y2+Y4+Y7+FESTIVO+QUINCENA_DESPUES,6.038889081692281,5.816160984607899,3.688229640773039
Y~Y1+Y2+Y4+Y7+QUINCENA+QUINCENA_DESPUES,6.0453869410313565,5.819425105674394,3.7377563679722474
Y~Y1+Y2+Y4+Y14+CLASE_ACCIDENTE+DIA_SEMANA,6.146014766187877,6.072406976528013,1.1976507128621758
Y~Y1+Y2+Y4+Y14+CLASE_ACCIDENTE+FIN_SEMANA,6.151307839397292,6.079837238272604,1.1618765145672032
Y~Y1+Y2+Y4+Y14+CLASE_ACCIDENTE+FESTIVO,6.136457083333397,6.069553399723897,1.0902656484180544
Y~Y1+Y2+Y4+Y14+CLASE_ACCIDENTE+QUINCENA,6.145281280121031,6.07684180315885,1.1136915275720876
Y~Y1+Y2+Y4+Y14+CLASE_ACCIDENTE+QUINCENA_DESPUES,6.141228155444942,6.079444910729926,1.006040537025775
Y~Y1+Y2+Y4+Y14+DIA_SEMANA+FIN_SEMANA,6.219693625752292,6.119850494286751,1.6052741095179768
Y~Y1+Y2+Y4+Y14+DIA_SEMANA+FESTIVO,6.194789870768317,6.0894020814690775,1.7012326729037022
Y~Y1+Y2+Y4+Y14+DIA_SEMANA+QUINCENA,6.215273840799407,6.102273352172474,1.8181095720216736
Y~Y1+Y2+Y4+Y14+DIA_SEMANA+QUINCENA_DESPUES,6.207112618017411,6.103390606876184,1.6710186768668032
Y~Y1+Y2+Y4+Y14+FIN_SEMANA+FESTIVO,6.210001950830501,6.110174509533154,1.6075267300680325
Y~Y1+Y2+Y4+Y14+FIN_SEMANA+QUINCENA,6.224939818329495,6.121580344234954,1.6604092105468409
Y~Y1+Y2+Y4+Y14+FIN_SEMANA+QUINCENA_DESPUES,6.219075602925724,6.125255400520314,1.5085875843231855
Y~Y1+Y2+Y4+Y14+FESTIVO+QUINCENA,6.201281402383611,6.077671020480002,1.9933038654897344
Y~Y1+Y2+Y4+Y14+FESTIVO+QUINCENA_DESPUES,6.199195238310979,6.078853344730301,1.9412502583717093
Y~Y1+Y2+Y4+Y14+QUINCENA+QUINCENA_DESPUES,6.2066451536058445,6.083954793956656,1.976758081262457
Y~Y1+Y2+Y4+CLASE_ACCIDENTE+DIA_SEMANA+FIN_SEMANA,6.402416513195844,6.331449161865226,1.108446337165797
Y~Y1+Y2+Y4+CLASE_ACCIDENTE+DIA_SEMANA+FESTIVO,6.400019407384235,6.32302273999746,1.203069279726527
Y~Y1+Y2+Y4+CLASE_ACCIDENTE+DIA_SEMANA+QUINCENA,6.429348588657104,6.326798985796506,1.5950232196387593
Y~Y1+Y2+Y4+CLASE_ACCIDENTE+DIA_SEMANA+QUINCENA_DESPUES,6.426078524032272,6.329942608568448,1.496027711212907
Y~Y1+Y2+Y4+CLASE_ACCIDENTE+FIN_SEMANA+FESTIVO,6.397586409263789,6.3337189318948965,0.9983058185257356
Y~Y1+Y2+Y4+CLASE_ACCIDENTE+FIN_SEMANA+QUINCENA,6.413247664421526,6.340095776782079,1.140637185201312
