FECHA_ACCIDENTE,Y,CLASE_ACCIDENTE
2015-10-31,5,Caida ocupante
2015-11-01,6,Caida ocupante
2015-11-02,8,Caida ocupante
2015-11-03,12,Caida ocupante
2015-11-04,9,Caida ocupante
2015-11-05,18,Caida ocupante
2015-11-06,5,Caida ocupante
2015-11-07,10,Caida ocupante
2015-11-08,14,Caida ocupante
2015-11-09,13,Caida ocupante
2015-11-10,10,Caida ocupante
2015-11-11,18,Caida ocupante
2015-11-12,8,Caida ocupante
2015-11-13,10,Caida ocupante
2015-11-14,5,Caida ocupante
2015-11-15,9,Caida ocupante
2015-11-16,11,Caida ocupante
2015-11-17,9,Caida ocupante
2015-11-18,11,Caida ocupante
2015-11-19,12,Caida ocupante
2015-11-20,14,Caida ocupante
2015-11-21,13,Caida ocupante
2015-11-22,5,Caida ocupante
2015-11-23,13,Caida ocupante
2015-11-24,7,Caida ocupante
2015-11-25,13,Caida ocupante
2015-11-26,10,Caida ocupante
2015-11-27,10,Caida ocupante
2015-11-28,8,Caida ocupante
2015-11-29,8,Caida ocupante
2015-11-30,8,Caida ocupante
2015-12-01,12,Caida ocupante
2015-12-02,10,Caida ocupante
2015-12-03,18,Caida ocupante
2015-12-04,5,Caida ocupante
2015-12-05,15,Caida ocupante
2015-12-06,5,Caida ocupante
2015-12-07,8,Caida ocupante
2015-12-08,2,Caida ocupante
2015-12-09,8,Caida ocupante
2015-12-10,8,Caida ocupante
2015-12-11,8,Caida ocupante
2015-12-12,13,Caida ocupante
2015-12-13,9,Caida ocupante
2015-12-14,12,Caida ocupante
2015-12-15,11,Caida ocupante
2015-12-16,6,Caida ocupante
2015-12-17,11,Caida ocupante
2015-12-18,6,Caida ocupante
2015-12-19,5,Caida ocupante
2015-12-20,8,Caida ocupante
2015-12-21,12,Caida ocupante
2015-12-22,8,Caida ocupante
2015-12-23,11,Caida ocupante
2015-12-24,10,Caida ocupante
2015-12-25,3,Caida ocupante
2015-12-26,12,Caida ocupante
2015-12-27,5,Caida ocupante
2015-12-28,8,Caida ocupante
2015-12-29,3,Caida ocupante
2015-12-30,9,Caida ocupante
2015-12-31,9,Caida ocupante
2016-01-01,10,Caida ocupante
2016-01-02,13,Caida ocupante
2016-01-03,6,Caida ocupante
2016-01-04,17,Caida ocupante
2016-01-05,10,Caida ocupante
2016-01-06,10,Caida ocupante
2016-01-07,6,Caida ocupante
2016-01-08,24,Caida ocupante
2016-01-09,10,Caida ocupante
2016-01-10,11,Caida ocupante
2016-01-11,18,Caida ocupante
2016-01-12,5,Caida ocupante
2016-01-13,8,Caida ocupante
2016-01-14,7,Caida ocupante
2016-01-15,6,Caida ocupante
2016-01-16,13,Caida ocupante
2016-01-17,3,Caida ocupante
2016-01-18,14,Caida ocupante
2016-01-19,5,Caida ocupante
2016-01-20,14,Caida ocupante
2016-01-21,11,Caida ocupante
2016-01-22,16,Caida ocupante
2016-01-23,5,Caida ocupante
2016-01-24,7,Caida ocupante
2016-01-25,8,Caida ocupante
2016-01-26,14,Caida ocupante
2016-01-27,9,Caida ocupante
2016-01-28,20,Caida ocupante
2016-01-29,13,Caida ocupante
2016-01-30,4,Caida ocupante
2016-01-31,9,Caida ocupante
2016-02-01,6,Caida ocupante
2016-02-02,11,Caida ocupante
2016-02-03,9,Caida ocupante
2016-02-04,4,Caida ocupante
2016-02-05,11,Caida ocupante
2016-02-06,9,Caida ocupante
2016-02-07,8,Caida ocupante
2016-02-08,16,Caida ocupante
2016-02-09,14,Caida ocupante
2016-02-10,14,Caida ocupante
2016-02-11,13,Caida ocupante
2016-02-12,8,Caida ocupante
2016-02-13,11,Caida ocupante
2016-02-14,10,Caida ocupante
2016-02-15,13,Caida ocupante
2016-02-16,7,Caida ocupante
2016-02-17,19,Caida ocupante
2016-02-18,11,Caida ocupante
2016-02-19,11,Caida ocupante
2016-02-20,9,Caida ocupante
2016-02-21,8,Caida ocupante
2016-02-22,11,Caida ocupante
2016-02-23,10,Caida ocupante
2016-02-24,6,Caida ocupante
2016-02-25,12,Caida ocupante
2016-02-26,6,Caida ocupante
2016-02-27,13,Caida ocupante
2016-02-28,6,Caida ocupante
2016-02-29,9,Caida ocupante
2016-03-01,6,Caida ocupante
2016-03-02,11,Caida ocupante
2016-03-03,8,Caida ocupante
2016-03-04,4,Caida ocupante
2016-03-05,12,Caida ocupante
2016-03-06,12,Caida ocupante
2016-03-07,7,Caida ocupante
2016-03-08,9,Caida ocupante
2016-03-09,22,Caida ocupante
2016-03-10,11,Caida ocupante
2016-03-11,20,Caida ocupante
2016-03-12,6,Caida ocupante
2016-03-13,7,Caida ocupante
2016-03-14,17,Caida ocupante
2016-03-15,6,Caida ocupante
2016-03-16,10,Caida ocupante
2016-03-17,12,Caida ocupante
2016-03-18,13,Caida ocupante
2016-03-19,9,Caida ocupante
2016-03-20,7,Caida ocupante
2016-03-21,4,Caida ocupante
2016-03-22,7,Caida ocupante
2016-03-23,7,Caida ocupante
2016-03-24,5,Caida ocupante
2016-03-25,2,Caida ocupante
2016-03-26,5,Caida ocupante
2016-03-27,10,Caida ocupante
2016-03-28,22,Caida ocupante
2016-03-29,11,Caida ocupante
2016-03-30,11,Caida ocupante
2016-03-31,13,Caida ocupante
2016-04-01,16,Caida ocupante
2016-04-02,8,Caida ocupante
2016-04-03,17,Caida ocupante
2016-04-04,6,Caida ocupante
2016-04-05,16,Caida ocupante
2016-04-06,5,Caida ocupante
2016-04-07,7,Caida ocupante
2016-04-08,19,Caida ocupante
2016-04-09,8,Caida ocupante
2016-04-10,19,Caida ocupante
2016-04-11,13,Caida ocupante
2016-04-12,4,Caida ocupante
2016-04-13,14,Caida ocupante
2016-04-14,11,Caida ocupante
2016-04-15,10,Caida ocupante
2016-04-16,10,Caida ocupante
2016-04-17,7,Caida ocupante
2016-04-18,6,Caida ocupante
2016-04-19,4,Caida ocupante
2016-04-20,11,Caida ocupante
2016-04-21,10,Caida ocupante
2016-04-22,6,Caida ocupante
2016-04-23,7,Caida ocupante
2016-04-24,16,Caida ocupante
2016-04-25,14,Caida ocupante
2016-04-26,16,Caida ocupante
2016-04-27,10,Caida ocupante
2016-04-28,11,Caida ocupante
2016-04-29,15,Caida ocupante
2016-04-30,16,Caida ocupante
2016-05-01,9,Caida ocupante
2016-05-02,13,Caida ocupante
2016-05-03,18,Caida ocupante
2016-05-04,8,Caida ocupante
2016-05-05,11,Caida ocupante
2016-05-06,4,Caida ocupante
2016-05-07,9,Caida ocupante
2016-05-08,15,Caida ocupante
2016-05-09,9,Caida ocupante
2016-05-10,6,Caida ocupante
2016-05-11,7,Caida ocupante
2016-05-12,15,Caida ocupante
2016-05-13,7,Caida ocupante
2016-05-14,5,Caida ocupante
2016-05-15,13,Caida ocupante
2016-05-16,13,Caida ocupante
2016-05-17,14,Caida ocupante
2016-05-18,8,Caida ocupante
2016-05-19,14,Caida ocupante
2016-05-20,7,Caida ocupante
2016-05-21,16,Caida ocupante
2016-05-22,9,Caida ocupante
2016-05-23,13,Caida ocupante
2016-05-24,10,Caida ocupante
2016-05-25,18,Caida ocupante
2016-05-26,9,Caida ocupante
2016-05-27,11,Caida ocupante
2016-05-28,9,Caida ocupante
2016-05-29,7,Caida ocupante
2016-05-30,3,Caida ocupante
2016-05-31,7,Caida ocupante
2016-06-01,7,Caida ocupante
2016-06-02,10,Caida ocupante
2016-06-03,10,Caida ocupante
2016-06-04,5,Caida ocupante
2016-06-05,9,Caida ocupante
2016-06-06,4,Caida ocupante
2016-06-07,13,Caida ocupante
2016-06-08,14,Caida ocupante
2016-06-09,7,Caida ocupante
2016-06-10,12,Caida ocupante
2016-06-11,9,Caida ocupante
2016-06-12,11,Caida ocupante
2016-06-13,11,Caida ocupante
2016-06-14,11,Caida ocupante
2016-06-15,7,Caida ocupante
2016-06-16,9,Caida ocupante
2016-06-17,6,Caida ocupante
2016-06-18,18,Caida ocupante
2016-06-19,6,Caida ocupante
2016-06-20,10,Caida ocupante
2016-06-21,15,Caida ocupante
2016-06-22,13,Caida ocupante
2016-06-23,16,Caida ocupante
2016-06-24,5,Caida ocupante
2016-06-25,4,Caida ocupante
2016-06-26,2,Caida ocupante
2016-06-27,6,Caida ocupante
2016-06-28,19,Caida ocupante
2016-06-29,3,Caida ocupante
2016-06-30,2,Caida ocupante
2016-07-01,8,Caida ocupante
2016-07-02,9,Caida ocupante
2016-07-03,12,Caida ocupante
2016-07-04,6,Caida ocupante
2016-07-05,7,Caida ocupante
2016-07-06,14,Caida ocupante
2016-07-07,9,Caida ocupante
2016-07-08,7,Caida ocupante
2016-07-09,10,Caida ocupante
2016-07-10,21,Caida ocupante
2016-07-11,9,Caida ocupante
2016-07-12,10,Caida ocupante
2016-07-13,6,Caida ocupante
2016-07-14,7,Caida ocupante
2016-07-15,12,Caida ocupante
2016-07-16,11,Caida ocupante
2016-07-17,8,Caida ocupante
2016-07-18,12,Caida ocupante
2016-07-19,4,Caida ocupante
2016-07-20,5,Caida ocupante
2016-07-21,7,Caida ocupante
2016-07-22,9,Caida ocupante
2016-07-23,10,Caida ocupante
2016-07-24,5,Caida ocupante
2016-07-25,17,Caida ocupante
2016-07-26,10,Caida ocupante
2016-07-27,12,Caida ocupante
2016-07-28,14,Caida ocupante
2016-07-29,11,Caida ocupante
2016-07-30,9,Caida ocupante
2016-07-31,8,Caida ocupante
2016-08-01,6,Caida ocupante
2016-08-02,18,Caida ocupante
2016-08-03,4,Caida ocupante
2016-08-04,12,Caida ocupante
2016-08-05,8,Caida ocupante
2016-08-06,3,Caida ocupante
2016-08-07,6,Caida ocupante
2016-08-08,16,Caida ocupante
2016-08-09,9,Caida ocupante
2016-08-10,8,Caida ocupante
2016-08-11,16,Caida ocupante
2016-08-12,5,Caida ocupante
2016-08-13,10,Caida ocupante
2016-08-14,3,Caida ocupante
2016-08-15,6,Caida ocupante
2016-08-16,9,Caida ocupante
2016-08-17,12,Caida ocupante
2016-08-18,21,Caida ocupante
2016-08-19,9,Caida ocupante
2016-08-20,9,Caida ocupante
2016-08-21,11,Caida ocupante
2016-08-22,14,Caida ocupante
2016-08-23,9,Caida ocupante
2016-08-24,13,Caida ocupante
2016-08-25,12,Caida ocupante
2016-08-26,9,Caida ocupante
2016-08-27,5,Caida ocupante
2016-08-28,5,Caida ocupante
2016-08-29,25,Caida ocupante
2016-08-30,12,Caida ocupante
2016-08-31,11,Caida ocupante
2016-09-01,4,Caida ocupante
2016-09-02,7,Caida ocupante
2016-09-03,9,Caida ocupante
2016-09-04,8,Caida ocupante
2016-09-05,9,Caida ocupante
2016-09-06,9,Caida ocupante
2016-09-07,11,Caida ocupante
2016-09-08,11,Caida ocupante
2016-09-09,8,Caida ocupante
2016-09-10,9,Caida ocupante
2016-09-11,9,Caida ocupante
2016-09-12,6,Caida ocupante
2016-09-13,7,Caida ocupante
2016-09-14,13,Caida ocupante
2016-09-15,11,Caida ocupante
2016-09-16,13,Caida ocupante
2016-09-17,6,Caida ocupante
2016-09-18,6,Caida ocupante
2016-09-19,11,Caida ocupante
2016-09-20,7,Caida ocupante
2016-09-21,19,Caida ocupante
2016-09-22,22,Caida ocupante
2016-09-23,16,Caida ocupante
2016-09-24,12,Caida ocupante
2016-09-25,6,Caida ocupante
2016-09-26,13,Caida ocupante
2016-09-27,14,Caida ocupante
2016-09-28,26,Caida ocupante
2016-09-29,10,Caida ocupante
2016-09-30,5,Caida ocupante
2016-10-01,5,Caida ocupante
2016-10-02,10,Caida ocupante
2016-10-03,18,Caida ocupante
2016-10-04,5,Caida ocupante
2016-10-05,8,Caida ocupante
2016-10-06,10,Caida ocupante
2016-10-07,9,Caida ocupante
2016-10-08,10,Caida ocupante
2016-10-09,9,Caida ocupante
2016-10-10,16,Caida ocupante
2016-10-11,17,Caida ocupante
2016-10-12,5,Caida ocupante
2016-10-13,9,Caida ocupante
2016-10-14,15,Caida ocupante
2016-10-15,7,Caida ocupante
2016-10-16,6,Caida ocupante
2016-10-17,5,Caida ocupante
2016-10-18,13,Caida ocupante
2016-10-19,9,Caida ocupante
2016-10-20,10,Caida ocupante
2016-10-21,8,Caida ocupante
2016-10-22,10,Caida ocupante
2016-10-23,8,Caida ocupante
2016-10-24,7,Caida ocupante
2016-10-25,17,Caida ocupante
2016-10-26,7,Caida ocupante
2016-10-27,16,Caida ocupante
2016-10-28,13,Caida ocupante
2016-10-29,16,Caida ocupante
2016-10-30,7,Caida ocupante
2016-10-31,10,Caida ocupante
2016-11-01,10,Caida ocupante
2016-11-02,27,Caida ocupante
2016-11-03,12,Caida ocupante
2016-11-04,9,Caida ocupante
2016-11-05,10,Caida ocupante
2016-11-06,8,Caida ocupante
2016-11-07,9,Caida ocupante
2016-11-08,18,Caida ocupante
2016-11-09,8,Caida ocupante
2016-11-10,15,Caida ocupante
2016-11-11,8,Caida ocupante
2016-11-12,6,Caida ocupante
2016-11-13,7,Caida ocupante
2016-11-14,10,Caida ocupante
2016-11-15,9,Caida ocupante
2016-11-16,15,Caida ocupante
2016-11-17,13,Caida ocupante
2016-11-18,13,Caida ocupante
2016-11-19,6,Caida ocupante
2016-11-20,7,Caida ocupante
2016-11-21,18,Caida ocupante
2016-11-22,10,Caida ocupante
2016-11-23,13,Caida ocupante
2016-11-24,11,Caida ocupante
2016-11-25,27,Caida ocupante
2016-11-26,9,Caida ocupante
2016-11-27,5,Caida ocupante
2016-11-28,13,Caida ocupante
2016-11-29,12,Caida ocupante
2016-11-30,7,Caida ocupante
2016-12-01,4,Caida ocupante
2016-12-02,8,Caida ocupante
2016-12-03,5,Caida ocupante
2016-12-04,7,Caida ocupante
2016-12-05,12,Caida ocupante
2016-12-06,10,Caida ocupante
2016-12-07,7,Caida ocupante
2016-12-08,7,Caida ocupante
2016-12-09,19,Caida ocupante
2016-12-10,8,Caida ocupante
2016-12-11,6,Caida ocupante
2016-12-12,5,Caida ocupante
2016-12-13,6,Caida ocupante
2016-12-14,12,Caida ocupante
2016-12-15,8,Caida ocupante
2016-12-16,10,Caida ocupante
2016-12-17,14,Caida ocupante
2016-12-18,6,Caida ocupante
2016-12-19,7,Caida ocupante
2016-12-20,11,Caida ocupante
2016-12-21,20,Caida ocupante
2016-12-22,7,Caida ocupante
2016-12-23,7,Caida ocupante
2016-12-24,5,Caida ocupante
2016-12-25,7,Caida ocupante
2016-12-26,6,Caida ocupante
2016-12-27,11,Caida ocupante
2016-12-28,12,Caida ocupante
2016-12-29,6,Caida ocupante
2016-12-30,12,Caida ocupante
2016-12-31,8,Caida ocupante
2017-01-01,8,Caida ocupante
2017-01-02,8,Caida ocupante
2017-01-03,17,Caida ocupante
2017-01-04,10,Caida ocupante
2017-01-05,9,Caida ocupante
2017-01-06,11,Caida ocupante
2017-01-07,8,Caida ocupante
2017-01-08,9,Caida ocupante
2017-01-09,10,Caida ocupante
2017-01-10,5,Caida ocupante
2017-01-11,15,Caida ocupante
2017-01-12,14,Caida ocupante
2017-01-13,18,Caida ocupante
2017-01-14,8,Caida ocupante
2017-01-15,13,Caida ocupante
2017-01-16,20,Caida ocupante
2017-01-17,13,Caida ocupante
2017-01-18,11,Caida ocupante
2017-01-19,20,Caida ocupante
2017-01-20,10,Caida ocupante
2017-01-21,2,Caida ocupante
2017-01-22,7,Caida ocupante
2017-01-23,12,Caida ocupante
2017-01-24,6,Caida ocupante
2017-01-25,11,Caida ocupante
2017-01-26,9,Caida ocupante
2017-01-27,17,Caida ocupante
2017-01-28,7,Caida ocupante
2017-01-29,8,Caida ocupante
2017-01-30,9,Caida ocupante
2017-01-31,11,Caida ocupante
2017-02-01,2,Caida ocupante
2017-02-02,11,Caida ocupante
2017-02-03,13,Caida ocupante
2017-02-04,5,Caida ocupante
2017-02-05,19,Caida ocupante
2017-02-06,9,Caida ocupante
2017-02-07,3,Caida ocupante
2017-02-08,10,Caida ocupante
2017-02-09,10,Caida ocupante
2017-02-10,16,Caida ocupante
2017-02-11,10,Caida ocupante
2017-02-12,6,Caida ocupante
2017-02-13,4,Caida ocupante
2017-02-14,3,Caida ocupante
2017-02-15,4,Caida ocupante
2017-02-16,4,Caida ocupante
2017-02-17,4,Caida ocupante
2017-02-18,6,Caida ocupante
2017-02-19,7,Caida ocupante
2017-02-20,15,Caida ocupante
2017-02-21,12,Caida ocupante
2017-02-22,4,Caida ocupante
2017-02-23,11,Caida ocupante
2017-02-24,12,Caida ocupante
2017-02-25,13,Caida ocupante
2017-02-26,10,Caida ocupante
2017-02-27,10,Caida ocupante
2017-02-28,9,Caida ocupante
2017-03-01,8,Caida ocupante
2017-03-02,6,Caida ocupante
2017-03-03,10,Caida ocupante
2017-03-04,15,Caida ocupante
2017-03-05,8,Caida ocupante
2017-03-06,6,Caida ocupante
2017-03-07,10,Caida ocupante
2017-03-08,9,Caida ocupante
2017-03-09,6,Caida ocupante
2017-03-10,17,Caida ocupante
2017-03-11,15,Caida ocupante
2017-03-12,6,Caida ocupante
2017-03-13,9,Caida ocupante
2017-03-14,16,Caida ocupante
2017-03-15,8,Caida ocupante
2017-03-16,10,Caida ocupante
2017-03-17,13,Caida ocupante
2017-03-18,8,Caida ocupante
2017-03-19,4,Caida ocupante
2017-03-20,8,Caida ocupante
2017-03-21,11,Caida ocupante
2017-03-22,8,Caida ocupante
2017-03-23,9,Caida ocupante
2017-03-24,15,Caida ocupante
2017-03-25,16,Caida ocupante
2017-03-26,7,Caida ocupante
2017-03-27,8,Caida ocupante
2017-03-28,11,Caida ocupante
2017-03-29,17,Caida ocupante
2017-03-30,19,Caida ocupante
2017-03-31,14,Caida ocupante
2017-04-01,9,Caida ocupante
2017-04-02,12,Caida ocupante
2017-04-03,9,Caida ocupante
2017-04-04,10,Caida ocupante
2017-04-05,8,Caida ocupante
2017-04-06,5,Caida ocupante
2017-04-07,4,Caida ocupante
2017-04-08,18,Caida ocupante
2017-04-09,13,Caida ocupante
2017-04-10,12,Caida ocupante
2017-04-11,10,Caida ocupante
2017-04-12,7,Caida ocupante
2017-04-13,5,Caida ocupante
2017-04-14,4,Caida ocupante
2017-04-15,3,Caida ocupante
2017-04-16,8,Caida ocupante
2017-04-17,7,Caida ocupante
2017-04-18,13,Caida ocupante
2017-04-19,9,Caida ocupante
2017-04-20,11,Caida ocupante
2017-04-21,6,Caida ocupante
2017-04-22,7,Caida ocupante
2017-04-23,13,Caida ocupante
2017-04-24,7,Caida ocupante
2017-04-25,14,Caida ocupante
2017-04-26,6,Caida ocupante
2017-04-27,8,Caida ocupante
2017-04-28,7,Caida ocupante
2017-04-29,7,Caida ocupante
2017-04-30,7,Caida ocupante
2017-05-01,8,Caida ocupante
2017-05-02,10,Caida ocupante
2017-05-03,5,Caida ocupante
2017-05-04,9,Caida ocupante
2017-05-05,11,Caida ocupante
2017-05-06,3,Caida ocupante
2017-05-07,10,Caida ocupante
2017-05-08,7,Caida ocupante
2017-05-09,9,Caida ocupante
2017-05-10,11,Caida ocupante
2017-05-11,7,Caida ocupante
2017-05-12,12,Caida ocupante
2017-05-13,11,Caida ocupante
2017-05-14,10,Caida ocupante
2017-05-15,11,Caida ocupante
2017-05-16,5,Caida ocupante
2017-05-17,15,Caida ocupante
2017-05-18,4,Caida ocupante
2017-05-19,9,Caida ocupante
2017-05-20,5,Caida ocupante
2017-05-21,9,Caida ocupante
2017-05-22,10,Caida ocupante
2017-05-23,9,Caida ocupante
2017-05-24,6,Caida ocupante
2017-05-25,12,Caida ocupante
2017-05-26,10,Caida ocupante
2017-05-27,6,Caida ocupante
2017-05-28,4,Caida ocupante
2017-05-29,10,Caida ocupante
2017-05-30,8,Caida ocupante
2017-05-31,15,Caida ocupante
2017-06-01,7,Caida ocupante
2017-06-02,9,Caida ocupante
2017-06-03,13,Caida ocupante
2017-06-04,10,Caida ocupante
2017-06-05,5,Caida ocupante
2017-06-06,6,Caida ocupante
2017-06-07,2,Caida ocupante
2017-06-08,10,Caida ocupante
2017-06-09,15,Caida ocupante
2017-06-10,11,Caida ocupante
2017-06-11,4,Caida ocupante
2017-06-12,14,Caida ocupante
2017-06-13,3,Caida ocupante
2017-06-14,9,Caida ocupante
2017-06-15,7,Caida ocupante
2017-06-16,10,Caida ocupante
2017-06-17,6,Caida ocupante
2017-06-18,12,Caida ocupante
2017-06-19,3,Caida ocupante
2017-06-20,10,Caida ocupante
2017-06-21,10,Caida ocupante
2017-06-22,10,Caida ocupante
2017-06-23,6,Caida ocupante
2017-06-24,5,Caida ocupante
2017-06-25,5,Caida ocupante
2017-06-26,8,Caida ocupante
2017-06-27,6,Caida ocupante
2017-06-28,9,Caida ocupante
2017-06-29,6,Caida ocupante
2017-06-30,9,Caida ocupante
2017-07-01,7,Caida ocupante
2017-07-02,14,Caida ocupante
2017-07-03,8,Caida ocupante
2017-07-04,11,Caida ocupante
2017-07-05,3,Caida ocupante
2017-07-06,6,Caida ocupante
2017-07-07,5,Caida ocupante
2017-07-08,17,Caida ocupante
2017-07-09,14,Caida ocupante
2017-07-10,4,Caida ocupante
2017-07-11,8,Caida ocupante
2017-07-12,10,Caida ocupante
2017-07-13,9,Caida ocupante
2017-07-14,10,Caida ocupante
2017-07-15,9,Caida ocupante
2017-07-16,12,Caida ocupante
2017-07-17,6,Caida ocupante
2017-07-18,5,Caida ocupante
2017-07-19,3,Caida ocupante
2017-07-20,9,Caida ocupante
2017-07-21,8,Caida ocupante
2017-07-22,2,Caida ocupante
2017-07-23,4,Caida ocupante
2017-07-24,6,Caida ocupante
2017-07-25,10,Caida ocupante
2017-07-26,14,Caida ocupante
2017-07-27,12,Caida ocupante
2017-07-28,7,Caida ocupante
2017-07-29,7,Caida ocupante
2017-07-30,6,Caida ocupante
2017-07-31,13,Caida ocupante
2017-08-01,2,Caida ocupante
2017-08-02,13,Caida ocupante
2017-08-03,20,Caida ocupante
2017-08-04,5,Caida ocupante
2017-08-05,10,Caida ocupante
2017-08-06,6,Caida ocupante
2017-08-07,11,Caida ocupante
2017-08-08,14,Caida ocupante
2017-08-09,11,Caida ocupante
2017-08-10,7,Caida ocupante
2017-08-11,14,Caida ocupante
2017-08-12,11,Caida ocupante
2017-08-13,10,Caida ocupante
2017-08-14,8,Caida ocupante
2017-08-15,13,Caida ocupante
2017-08-16,12,Caida ocupante
2017-08-17,7,Caida ocupante
2017-08-18,14,Caida ocupante
2017-08-19,13,Caida ocupante
2017-08-20,9,Caida ocupante
2017-08-21,5,Caida ocupante
2017-08-22,7,Caida ocupante
2017-08-23,9,Caida ocupante
2017-08-24,8,Caida ocupante
2017-08-25,13,Caida ocupante
2017-08-26,12,Caida ocupante
2017-08-27,7,Caida ocupante
2017-08-28,11,Caida ocupante
2017-08-29,21,Caida ocupante
2017-08-30,15,Caida ocupante
2017-08-31,19,Caida ocupante
2017-09-01,2,Caida ocupante
2017-09-02,9,Caida ocupante
2017-09-03,14,Caida ocupante
2017-09-04,10,Caida ocupante
2017-09-05,6,Caida ocupante
2017-09-06,9,Caida ocupante
2017-09-07,9,Caida ocupante
2017-09-08,8,Caida ocupante
2017-09-09,10,Caida ocupante
2017-09-10,9,Caida ocupante
2017-09-11,8,Caida ocupante
2017-09-12,7,Caida ocupante
2017-09-13,15,Caida ocupante
2017-09-14,8,Caida ocupante
2017-09-15,10,Caida ocupante
2017-09-16,7,Caida ocupante
2017-09-17,9,Caida ocupante
2017-09-18,22,Caida ocupante
2017-09-19,13,Caida ocupante
2017-09-20,12,Caida ocupante
2017-09-21,6,Caida ocupante
2017-09-22,10,Caida ocupante
2017-09-23,5,Caida ocupante
2017-09-24,10,Caida ocupante
2017-09-25,5,Caida ocupante
2017-09-26,5,Caida ocupante
2017-09-27,13,Caida ocupante
2017-09-28,17,Caida ocupante
2017-09-29,14,Caida ocupante
2017-09-30,8,Caida ocupante
2017-10-01,5,Caida ocupante
2017-10-02,6,Caida ocupante
2017-10-03,14,Caida ocupante
2017-10-04,8,Caida ocupante
2017-10-05,6,Caida ocupante
2017-10-06,9,Caida ocupante
2017-10-07,5,Caida ocupante
2017-10-08,9,Caida ocupante
2017-10-09,6,Caida ocupante
2017-10-10,13,Caida ocupante
2017-10-11,8,Caida ocupante
2017-10-12,5,Caida ocupante
2017-10-13,8,Caida ocupante
2017-10-14,6,Caida ocupante
2017-10-15,5,Caida ocupante
2017-10-16,6,Caida ocupante
2017-10-17,7,Caida ocupante
2017-10-18,8,Caida ocupante
2017-10-19,14,Caida ocupante
2017-10-20,12,Caida ocupante
2017-10-21,8,Caida ocupante
2017-10-22,8,Caida ocupante
2017-10-23,18,Caida ocupante
2017-10-24,18,Caida ocupante
2017-10-25,14,Caida ocupante
2017-10-26,7,Caida ocupante
2017-10-27,15,Caida ocupante
2017-10-28,16,Caida ocupante
2017-10-29,8,Caida ocupante
2017-10-30,13,Caida ocupante
2017-10-31,11,Caida ocupante
2017-11-01,6,Caida ocupante
2017-11-02,9,Caida ocupante
2017-11-03,15,Caida ocupante
2017-11-04,8,Caida ocupante
2017-11-05,8,Caida ocupante
2017-11-06,6,Caida ocupante
2017-11-07,8,Caida ocupante
2017-11-08,14,Caida ocupante
2017-11-09,13,Caida ocupante
2017-11-10,7,Caida ocupante
2017-11-11,8,Caida ocupante
2017-11-12,13,Caida ocupante
2017-11-13,3,Caida ocupante
2017-11-14,6,Caida ocupante
2017-11-15,11,Caida ocupante
2017-11-16,18,Caida ocupante
2017-11-17,11,Caida ocupante
2017-11-18,6,Caida ocupante
2017-11-19,5,Caida ocupante
2017-11-20,9,Caida ocupante
2017-11-21,11,Caida ocupante
2017-11-22,21,Caida ocupante
2017-11-23,4,Caida ocupante
2017-11-24,24,Caida ocupante
2017-11-25,7,Caida ocupante
2017-11-26,8,Caida ocupante
2017-11-27,7,Caida ocupante
2017-11-28,11,Caida ocupante
2017-11-29,7,Caida ocupante
2017-11-30,11,Caida ocupante
2017-12-01,6,Caida ocupante
2017-12-02,5,Caida ocupante
2017-12-03,4,Caida ocupante
2017-12-04,3,Caida ocupante
2017-12-05,10,Caida ocupante
2017-12-06,8,Caida ocupante
2017-12-07,11,Caida ocupante
2017-12-08,12,Caida ocupante
2017-12-09,19,Caida ocupante
2017-12-10,12,Caida ocupante
2017-12-11,5,Caida ocupante
2017-12-12,7,Caida ocupante
2017-12-13,5,Caida ocupante
2017-12-14,15,Caida ocupante
2017-12-15,8,Caida ocupante
2017-12-16,13,Caida ocupante
2017-12-17,10,Caida ocupante
2017-12-18,13,Caida ocupante
2017-12-19,3,Caida ocupante
2017-12-20,16,Caida ocupante
2017-12-21,13,Caida ocupante
2017-12-22,11,Caida ocupante
2017-12-23,11,Caida ocupante
2017-12-24,4,Caida ocupante
2017-12-25,9,Caida ocupante
2017-12-26,5,Caida ocupante
2017-12-27,15,Caida ocupante
2017-12-28,12,Caida ocupante
2017-12-29,18,Caida ocupante
2017-12-30,9,Caida ocupante
2017-12-31,9,Caida ocupante
2018-01-01,7,Caida ocupante
2018-01-02,16,Caida ocupante
2018-01-03,10,Caida ocupante
2018-01-04,5,Caida ocupante
2018-01-05,9,Caida ocupante
2018-01-06,12,Caida ocupante
2018-01-07,2,Caida ocupante
2018-01-08,15,Caida ocupante
2018-01-09,7,Caida ocupante
2018-01-10,10,Caida ocupante
2018-01-11,7,Caida ocupante
2018-01-12,12,Caida ocupante
2018-01-13,5,Caida ocupante
2018-01-14,5,Caida ocupante
2018-01-15,9,Caida ocupante
2018-01-16,6,Caida ocupante
2018-01-17,9,Caida ocupante
2018-01-18,12,Caida ocupante
2018-01-19,12,Caida ocupante
2018-01-20,14,Caida ocupante
2018-01-21,8,Caida ocupante
2018-01-22,7,Caida ocupante
2018-01-23,8,Caida ocupante
2018-01-24,11,Caida ocupante
2018-01-25,7,Caida ocupante
2018-01-26,19,Caida ocupante
2018-01-27,5,Caida ocupante
2018-01-28,10,Caida ocupante
