FECHA_ACCIDENTE,Y,CLASE_ACCIDENTE
2014-09-05,18,Otro
2014-09-06,14,Otro
2014-09-07,10,Otro
2014-09-08,4,Otro
2014-09-09,10,Otro
2014-09-10,12,Otro
2014-09-11,8,Otro
2014-09-12,19,Otro
2014-09-13,6,Otro
2014-09-14,14,Otro
2014-09-15,8,Otro
2014-09-16,13,Otro
2014-09-17,12,Otro
2014-09-18,24,Otro
2014-09-19,10,Otro
2014-09-20,10,Otro
2014-09-21,9,Otro
2014-09-22,8,Otro
2014-09-23,9,Otro
2014-09-24,11,Otro
2014-09-25,11,Otro
2014-09-26,18,Otro
2014-09-27,14,Otro
2014-09-28,9,Otro
2014-09-29,17,Otro
2014-09-30,15,Otro
2014-10-01,10,Otro
2014-10-02,14,Otro
2014-10-03,13,Otro
2014-10-04,15,Otro
2014-10-05,12,Otro
2014-10-06,8,Otro
2014-10-07,12,Otro
2014-10-08,10,Otro
2014-10-09,18,Otro
2014-10-10,8,Otro
2014-10-11,16,Otro
2014-10-12,16,Otro
2014-10-13,9,Otro
2014-10-14,14,Otro
2014-10-15,19,Otro
2014-10-16,10,Otro
2014-10-17,17,Otro
2014-10-18,6,Otro
2014-10-19,14,Otro
2014-10-20,9,Otro
2014-10-21,8,Otro
2014-10-22,21,Otro
2014-10-23,21,Otro
2014-10-24,16,Otro
2014-10-25,13,Otro
2014-10-26,12,Otro
2014-10-27,10,Otro
2014-10-28,16,Otro
2014-10-29,13,Otro
2014-10-30,15,Otro
2014-10-31,12,Otro
2014-11-01,15,Otro
2014-11-02,19,Otro
2014-11-03,8,Otro
2014-11-04,19,Otro
2014-11-05,11,Otro
2014-11-06,20,Otro
2014-11-07,8,Otro
2014-11-08,17,Otro
2014-11-09,27,Otro
2014-11-10,7,Otro
2014-11-11,22,Otro
2014-11-12,9,Otro
2014-11-13,19,Otro
2014-11-14,8,Otro
2014-11-15,13,Otro
2014-11-16,7,Otro
2014-11-17,16,Otro
2014-11-18,17,Otro
2014-11-19,7,Otro
2014-11-20,12,Otro
2014-11-21,10,Otro
2014-11-22,11,Otro
2014-11-23,2,Otro
2014-11-24,15,Otro
2014-11-25,18,Otro
2014-11-26,19,Otro
2014-11-27,12,Otro
2014-11-28,12,Otro
2014-11-29,14,Otro
2014-11-30,5,Otro
2014-12-01,15,Otro
2014-12-02,16,Otro
2014-12-03,13,Otro
2014-12-04,12,Otro
2014-12-05,15,Otro
2014-12-06,9,Otro
2014-12-07,12,Otro
2014-12-08,15,Otro
2014-12-09,15,Otro
2014-12-10,7,Otro
2014-12-11,12,Otro
2014-12-12,18,Otro
2014-12-13,7,Otro
2014-12-14,5,Otro
2014-12-15,8,Otro
2014-12-16,16,Otro
2014-12-17,11,Otro
2014-12-18,14,Otro
2014-12-19,16,Otro
2014-12-20,11,Otro
2014-12-21,8,Otro
2014-12-22,14,Otro
2014-12-23,14,Otro
2014-12-24,15,Otro
2014-12-25,15,Otro
2014-12-26,13,Otro
2014-12-27,14,Otro
2014-12-28,9,Otro
2014-12-29,12,Otro
2014-12-30,13,Otro
2014-12-31,19,Otro
2015-01-01,8,Otro
2015-01-02,6,Otro
2015-01-03,17,Otro
2015-01-04,10,Otro
2015-01-05,5,Otro
2015-01-06,17,Otro
2015-01-07,9,Otro
2015-01-08,9,Otro
2015-01-09,11,Otro
2015-01-10,21,Otro
2015-01-11,3,Otro
2015-01-12,17,Otro
2015-01-13,30,Otro
2015-01-14,8,Otro
2015-01-15,8,Otro
2015-01-16,11,Otro
2015-01-17,24,Otro
2015-01-18,2,Otro
2015-01-19,6,Otro
2015-01-20,16,Otro
2015-01-21,15,Otro
2015-01-22,29,Otro
2015-01-23,17,Otro
2015-01-24,7,Otro
2015-01-25,6,Otro
2015-01-26,15,Otro
2015-01-27,20,Otro
2015-01-28,8,Otro
2015-01-29,10,Otro
2015-01-30,11,Otro
2015-01-31,5,Otro
2015-02-01,10,Otro
2015-02-02,11,Otro
2015-02-03,12,Otro
2015-02-04,11,Otro
2015-02-05,12,Otro
2015-02-06,15,Otro
2015-02-07,10,Otro
2015-02-08,9,Otro
2015-02-09,11,Otro
2015-02-10,12,Otro
2015-02-11,7,Otro
2015-02-12,7,Otro
2015-02-13,12,Otro
2015-02-14,7,Otro
2015-02-15,13,Otro
2015-02-16,8,Otro
2015-02-17,10,Otro
2015-02-18,8,Otro
2015-02-19,19,Otro
2015-02-20,18,Otro
2015-02-21,8,Otro
2015-02-22,6,Otro
2015-02-23,11,Otro
2015-02-24,10,Otro
2015-02-25,14,Otro
2015-02-26,17,Otro
2015-02-27,5,Otro
2015-02-28,13,Otro
2015-03-01,8,Otro
2015-03-02,13,Otro
2015-03-03,15,Otro
2015-03-04,5,Otro
2015-03-05,13,Otro
2015-03-06,16,Otro
2015-03-07,11,Otro
2015-03-08,4,Otro
2015-03-09,11,Otro
2015-03-10,7,Otro
2015-03-11,6,Otro
2015-03-12,19,Otro
2015-03-13,19,Otro
2015-03-14,7,Otro
2015-03-15,8,Otro
2015-03-16,13,Otro
2015-03-17,5,Otro
2015-03-18,13,Otro
2015-03-19,17,Otro
2015-03-20,8,Otro
2015-03-21,13,Otro
2015-03-22,11,Otro
2015-03-23,13,Otro
2015-03-24,14,Otro
2015-03-25,18,Otro
2015-03-26,16,Otro
2015-03-27,15,Otro
2015-03-28,13,Otro
2015-03-29,11,Otro
2015-03-30,14,Otro
2015-03-31,7,Otro
2015-04-01,4,Otro
2015-04-02,8,Otro
2015-04-03,17,Otro
2015-04-04,12,Otro
2015-04-05,25,Otro
2015-04-06,15,Otro
2015-04-07,7,Otro
2015-04-08,13,Otro
2015-04-09,9,Otro
2015-04-10,13,Otro
2015-04-11,19,Otro
2015-04-12,11,Otro
2015-04-13,14,Otro
2015-04-14,17,Otro
2015-04-15,13,Otro
2015-04-16,15,Otro
2015-04-17,16,Otro
2015-04-18,9,Otro
2015-04-19,5,Otro
2015-04-20,7,Otro
2015-04-21,13,Otro
2015-04-22,10,Otro
2015-04-23,5,Otro
2015-04-24,10,Otro
2015-04-25,8,Otro
2015-04-26,12,Otro
2015-04-27,9,Otro
2015-04-28,14,Otro
2015-04-29,17,Otro
2015-04-30,10,Otro
2015-05-01,6,Otro
2015-05-02,19,Otro
2015-05-03,13,Otro
2015-05-04,10,Otro
2015-05-05,11,Otro
2015-05-06,10,Otro
2015-05-07,5,Otro
2015-05-08,8,Otro
2015-05-09,5,Otro
2015-05-10,10,Otro
2015-05-11,12,Otro
2015-05-12,13,Otro
2015-05-13,10,Otro
2015-05-14,8,Otro
2015-05-15,10,Otro
2015-05-16,13,Otro
2015-05-17,7,Otro
2015-05-18,6,Otro
2015-05-19,10,Otro
2015-05-20,8,Otro
2015-05-21,20,Otro
2015-05-22,18,Otro
2015-05-23,6,Otro
2015-05-24,11,Otro
2015-05-25,21,Otro
2015-05-26,7,Otro
2015-05-27,14,Otro
2015-05-28,15,Otro
2015-05-29,20,Otro
2015-05-30,8,Otro
2015-05-31,14,Otro
2015-06-01,9,Otro
2015-06-02,17,Otro
2015-06-03,13,Otro
2015-06-04,11,Otro
2015-06-05,10,Otro
2015-06-06,10,Otro
2015-06-07,7,Otro
2015-06-08,14,Otro
2015-06-09,19,Otro
2015-06-10,15,Otro
2015-06-11,4,Otro
2015-06-12,9,Otro
2015-06-13,13,Otro
2015-06-14,10,Otro
2015-06-15,15,Otro
2015-06-16,5,Otro
2015-06-17,9,Otro
2015-06-18,10,Otro
2015-06-19,13,Otro
2015-06-20,8,Otro
2015-06-21,7,Otro
2015-06-22,8,Otro
2015-06-23,2,Otro
2015-06-24,12,Otro
2015-06-25,8,Otro
2015-06-26,9,Otro
2015-06-27,9,Otro
2015-06-28,5,Otro
2015-06-29,5,Otro
2015-06-30,6,Otro
2015-07-01,10,Otro
2015-07-02,13,Otro
2015-07-03,13,Otro
2015-07-04,8,Otro
2015-07-05,10,Otro
2015-07-06,6,Otro
2015-07-07,12,Otro
2015-07-08,10,Otro
2015-07-09,6,Otro
2015-07-10,10,Otro
2015-07-11,10,Otro
2015-07-12,12,Otro
2015-07-13,15,Otro
2015-07-14,16,Otro
2015-07-15,32,Otro
2015-07-16,14,Otro
2015-07-17,12,Otro
2015-07-18,9,Otro
2015-07-19,12,Otro
2015-07-20,6,Otro
2015-07-21,9,Otro
2015-07-22,10,Otro
2015-07-23,14,Otro
2015-07-24,11,Otro
2015-07-25,15,Otro
2015-07-26,9,Otro
2015-07-27,9,Otro
2015-07-28,9,Otro
2015-07-29,21,Otro
2015-07-30,16,Otro
2015-07-31,7,Otro
2015-08-01,9,Otro
2015-08-02,16,Otro
2015-08-03,13,Otro
2015-08-04,12,Otro
2015-08-05,10,Otro
2015-08-06,6,Otro
2015-08-07,16,Otro
2015-08-08,7,Otro
2015-08-09,11,Otro
2015-08-10,11,Otro
2015-08-11,9,Otro
2015-08-12,7,Otro
2015-08-13,11,Otro
2015-08-14,13,Otro
2015-08-15,12,Otro
2015-08-16,16,Otro
2015-08-17,13,Otro
2015-08-18,26,Otro
2015-08-19,10,Otro
2015-08-20,10,Otro
2015-08-21,10,Otro
2015-08-22,6,Otro
2015-08-23,13,Otro
2015-08-24,32,Otro
2015-08-25,9,Otro
2015-08-26,15,Otro
2015-08-27,22,Otro
2015-08-28,17,Otro
2015-08-29,8,Otro
2015-08-30,16,Otro
2015-08-31,11,Otro
2015-09-01,7,Otro
2015-09-02,30,Otro
2015-09-03,14,Otro
2015-09-04,16,Otro
2015-09-05,12,Otro
2015-09-06,14,Otro
2015-09-07,7,Otro
2015-09-08,5,Otro
2015-09-09,13,Otro
2015-09-10,9,Otro
2015-09-11,14,Otro
2015-09-12,9,Otro
2015-09-13,16,Otro
2015-09-14,17,Otro
2015-09-15,8,Otro
2015-09-16,14,Otro
2015-09-17,24,Otro
2015-09-18,16,Otro
2015-09-19,12,Otro
2015-09-20,12,Otro
2015-09-21,13,Otro
2015-09-22,8,Otro
2015-09-23,13,Otro
2015-09-24,10,Otro
2015-09-25,6,Otro
2015-09-26,8,Otro
2015-09-27,13,Otro
2015-09-28,9,Otro
2015-09-29,11,Otro
2015-09-30,14,Otro
2015-10-01,4,Otro
2015-10-02,13,Otro
2015-10-03,6,Otro
2015-10-04,10,Otro
2015-10-05,10,Otro
2015-10-06,11,Otro
2015-10-07,16,Otro
2015-10-08,10,Otro
2015-10-09,18,Otro
2015-10-10,12,Otro
2015-10-11,13,Otro
2015-10-12,8,Otro
2015-10-13,21,Otro
2015-10-14,6,Otro
2015-10-15,20,Otro
2015-10-16,15,Otro
2015-10-17,15,Otro
2015-10-18,16,Otro
2015-10-19,11,Otro
2015-10-20,16,Otro
2015-10-21,13,Otro
2015-10-22,12,Otro
2015-10-23,14,Otro
2015-10-24,7,Otro
2015-10-25,10,Otro
2015-10-26,13,Otro
2015-10-27,10,Otro
2015-10-28,10,Otro
2015-10-29,17,Otro
2015-10-30,13,Otro
2015-10-31,18,Otro
2015-11-01,9,Otro
2015-11-02,8,Otro
2015-11-03,8,Otro
2015-11-04,11,Otro
2015-11-05,12,Otro
2015-11-06,8,Otro
2015-11-07,10,Otro
2015-11-08,9,Otro
2015-11-09,22,Otro
2015-11-10,5,Otro
2015-11-11,9,Otro
2015-11-12,10,Otro
2015-11-13,10,Otro
2015-11-14,7,Otro
2015-11-15,12,Otro
2015-11-16,17,Otro
2015-11-17,18,Otro
2015-11-18,17,Otro
2015-11-19,15,Otro
2015-11-20,10,Otro
2015-11-21,5,Otro
2015-11-22,7,Otro
2015-11-23,18,Otro
2015-11-24,15,Otro
2015-11-25,18,Otro
2015-11-26,11,Otro
2015-11-27,5,Otro
2015-11-28,19,Otro
2015-11-29,10,Otro
2015-11-30,17,Otro
2015-12-01,6,Otro
2015-12-02,9,Otro
2015-12-03,9,Otro
2015-12-04,15,Otro
2015-12-05,13,Otro
2015-12-06,9,Otro
2015-12-07,17,Otro
2015-12-08,13,Otro
2015-12-09,12,Otro
2015-12-10,13,Otro
2015-12-11,13,Otro
2015-12-12,8,Otro
2015-12-13,13,Otro
2015-12-14,10,Otro
2015-12-15,19,Otro
2015-12-16,19,Otro
2015-12-17,13,Otro
2015-12-18,15,Otro
2015-12-19,13,Otro
2015-12-20,9,Otro
2015-12-21,14,Otro
2015-12-22,19,Otro
2015-12-23,7,Otro
2015-12-24,15,Otro
2015-12-25,8,Otro
2015-12-26,13,Otro
2015-12-27,9,Otro
2015-12-28,5,Otro
2015-12-29,2,Otro
2015-12-30,8,Otro
2015-12-31,8,Otro
2016-01-01,8,Otro
2016-01-02,22,Otro
2016-01-03,13,Otro
2016-01-04,18,Otro
2016-01-05,15,Otro
2016-01-06,11,Otro
2016-01-07,5,Otro
2016-01-08,19,Otro
2016-01-09,19,Otro
2016-01-10,6,Otro
2016-01-11,14,Otro
2016-01-12,11,Otro
2016-01-13,13,Otro
2016-01-14,20,Otro
2016-01-15,20,Otro
2016-01-16,8,Otro
2016-01-17,8,Otro
2016-01-18,15,Otro
2016-01-19,12,Otro
2016-01-20,10,Otro
2016-01-21,9,Otro
2016-01-22,12,Otro
2016-01-23,7,Otro
2016-01-24,15,Otro
2016-01-25,9,Otro
2016-01-26,4,Otro
2016-01-27,6,Otro
2016-01-28,6,Otro
2016-01-29,11,Otro
2016-01-30,4,Otro
2016-01-31,16,Otro
2016-02-01,4,Otro
2016-02-02,14,Otro
2016-02-03,11,Otro
2016-02-04,1,Otro
2016-02-05,13,Otro
2016-02-06,17,Otro
2016-02-07,8,Otro
2016-02-08,18,Otro
2016-02-09,22,Otro
2016-02-10,6,Otro
2016-02-11,13,Otro
2016-02-12,14,Otro
2016-02-13,8,Otro
2016-02-14,6,Otro
2016-02-15,8,Otro
2016-02-16,9,Otro
2016-02-17,24,Otro
2016-02-18,9,Otro
2016-02-19,9,Otro
2016-02-20,22,Otro
2016-02-21,14,Otro
2016-02-22,13,Otro
2016-02-23,12,Otro
2016-02-24,8,Otro
2016-02-25,13,Otro
2016-02-26,11,Otro
2016-02-27,10,Otro
2016-02-28,12,Otro
2016-02-29,16,Otro
2016-03-01,7,Otro
2016-03-02,13,Otro
2016-03-03,18,Otro
2016-03-04,5,Otro
2016-03-05,14,Otro
2016-03-06,12,Otro
2016-03-07,7,Otro
2016-03-08,18,Otro
2016-03-09,14,Otro
2016-03-10,11,Otro
2016-03-11,10,Otro
2016-03-12,7,Otro
2016-03-13,14,Otro
2016-03-14,28,Otro
2016-03-15,15,Otro
2016-03-16,15,Otro
2016-03-17,22,Otro
2016-03-18,12,Otro
2016-03-19,24,Otro
2016-03-20,14,Otro
2016-03-21,21,Otro
2016-03-22,14,Otro
2016-03-23,18,Otro
2016-03-24,6,Otro
2016-03-25,6,Otro
2016-03-26,12,Otro
2016-03-27,4,Otro
2016-03-28,19,Otro
2016-03-29,14,Otro
2016-03-30,23,Otro
2016-03-31,21,Otro
2016-04-01,14,Otro
2016-04-02,15,Otro
2016-04-03,15,Otro
2016-04-04,13,Otro
2016-04-05,22,Otro
2016-04-06,14,Otro
2016-04-07,8,Otro
2016-04-08,32,Otro
2016-04-09,11,Otro
2016-04-10,10,Otro
2016-04-11,24,Otro
2016-04-12,12,Otro
2016-04-13,8,Otro
2016-04-14,9,Otro
2016-04-15,17,Otro
2016-04-16,8,Otro
2016-04-17,11,Otro
2016-04-18,15,Otro
2016-04-19,7,Otro
2016-04-20,22,Otro
2016-04-21,11,Otro
2016-04-22,10,Otro
2016-04-23,8,Otro
2016-04-24,18,Otro
2016-04-25,11,Otro
2016-04-26,13,Otro
2016-04-27,20,Otro
2016-04-28,19,Otro
2016-04-29,13,Otro
2016-04-30,10,Otro
2016-05-01,16,Otro
2016-05-02,11,Otro
2016-05-03,15,Otro
2016-05-04,18,Otro
2016-05-05,18,Otro
2016-05-06,8,Otro
2016-05-07,19,Otro
2016-05-08,19,Otro
2016-05-09,9,Otro
2016-05-10,13,Otro
2016-05-11,5,Otro
2016-05-12,14,Otro
2016-05-13,9,Otro
2016-05-14,13,Otro
2016-05-15,7,Otro
2016-05-16,12,Otro
2016-05-17,15,Otro
2016-05-18,16,Otro
2016-05-19,17,Otro
2016-05-20,21,Otro
2016-05-21,10,Otro
2016-05-22,16,Otro
2016-05-23,12,Otro
2016-05-24,15,Otro
2016-05-25,14,Otro
2016-05-26,22,Otro
2016-05-27,13,Otro
2016-05-28,22,Otro
2016-05-29,14,Otro
2016-05-30,15,Otro
2016-05-31,14,Otro
2016-06-01,11,Otro
2016-06-02,13,Otro
2016-06-03,11,Otro
2016-06-04,16,Otro
2016-06-05,20,Otro
2016-06-06,11,Otro
2016-06-07,14,Otro
2016-06-08,12,Otro
2016-06-09,17,Otro
2016-06-10,21,Otro
2016-06-11,11,Otro
2016-06-12,7,Otro
2016-06-13,16,Otro
2016-06-14,25,Otro
2016-06-15,12,Otro
2016-06-16,16,Otro
2016-06-17,12,Otro
2016-06-18,23,Otro
2016-06-19,9,Otro
2016-06-20,20,Otro
2016-06-21,11,Otro
2016-06-22,7,Otro
2016-06-23,24,Otro
2016-06-24,14,Otro
2016-06-25,8,Otro
2016-06-26,11,Otro
2016-06-27,11,Otro
2016-06-28,14,Otro
2016-06-29,11,Otro
2016-06-30,13,Otro
2016-07-01,6,Otro
2016-07-02,11,Otro
2016-07-03,15,Otro
2016-07-04,6,Otro
2016-07-05,7,Otro
2016-07-06,20,Otro
2016-07-07,10,Otro
2016-07-08,14,Otro
2016-07-09,17,Otro
2016-07-10,18,Otro
2016-07-11,12,Otro
2016-07-12,6,Otro
2016-07-13,13,Otro
2016-07-14,17,Otro
2016-07-15,32,Otro
2016-07-16,12,Otro
2016-07-17,15,Otro
2016-07-18,19,Otro
2016-07-19,19,Otro
2016-07-20,11,Otro
2016-07-21,21,Otro
2016-07-22,11,Otro
2016-07-23,14,Otro
2016-07-24,12,Otro
2016-07-25,15,Otro
2016-07-26,12,Otro
2016-07-27,22,Otro
2016-07-28,12,Otro
2016-07-29,16,Otro
2016-07-30,15,Otro
2016-07-31,7,Otro
2016-08-01,17,Otro
2016-08-02,14,Otro
2016-08-03,11,Otro
2016-08-04,20,Otro
2016-08-05,7,Otro
2016-08-06,11,Otro
2016-08-07,11,Otro
2016-08-08,18,Otro
2016-08-09,10,Otro
2016-08-10,11,Otro
2016-08-11,6,Otro
2016-08-12,14,Otro
2016-08-13,10,Otro
2016-08-14,4,Otro
2016-08-15,8,Otro
2016-08-16,20,Otro
2016-08-17,20,Otro
2016-08-18,19,Otro
2016-08-19,22,Otro
2016-08-20,26,Otro
2016-08-21,9,Otro
2016-08-22,12,Otro
2016-08-23,12,Otro
2016-08-24,16,Otro
2016-08-25,16,Otro
2016-08-26,10,Otro
2016-08-27,12,Otro
2016-08-28,14,Otro
2016-08-29,9,Otro
2016-08-30,18,Otro
2016-08-31,10,Otro
2016-09-01,15,Otro
2016-09-02,16,Otro
2016-09-03,17,Otro
2016-09-04,12,Otro
2016-09-05,3,Otro
2016-09-06,15,Otro
2016-09-07,17,Otro
2016-09-08,10,Otro
2016-09-09,16,Otro
2016-09-10,14,Otro
2016-09-11,8,Otro
2016-09-12,12,Otro
2016-09-13,16,Otro
2016-09-14,12,Otro
2016-09-15,16,Otro
2016-09-16,16,Otro
2016-09-17,9,Otro
2016-09-18,11,Otro
2016-09-19,12,Otro
2016-09-20,9,Otro
2016-09-21,14,Otro
2016-09-22,10,Otro
2016-09-23,24,Otro
2016-09-24,13,Otro
2016-09-25,7,Otro
2016-09-26,16,Otro
2016-09-27,14,Otro
2016-09-28,18,Otro
2016-09-29,18,Otro
2016-09-30,14,Otro
2016-10-01,9,Otro
2016-10-02,10,Otro
2016-10-03,22,Otro
2016-10-04,15,Otro
2016-10-05,16,Otro
2016-10-06,17,Otro
2016-10-07,11,Otro
2016-10-08,18,Otro
2016-10-09,14,Otro
2016-10-10,14,Otro
2016-10-11,16,Otro
2016-10-12,24,Otro
2016-10-13,13,Otro
2016-10-14,8,Otro
2016-10-15,20,Otro
2016-10-16,9,Otro
2016-10-17,11,Otro
2016-10-18,22,Otro
2016-10-19,10,Otro
2016-10-20,14,Otro
2016-10-21,10,Otro
2016-10-22,11,Otro
2016-10-23,12,Otro
2016-10-24,9,Otro
2016-10-25,17,Otro
2016-10-26,17,Otro
2016-10-27,16,Otro
2016-10-28,12,Otro
2016-10-29,18,Otro
2016-10-30,16,Otro
2016-10-31,17,Otro
2016-11-01,7,Otro
2016-11-02,33,Otro
2016-11-03,8,Otro
2016-11-04,13,Otro
2016-11-05,12,Otro
2016-11-06,15,Otro
2016-11-07,19,Otro
2016-11-08,17,Otro
2016-11-09,2,Otro
2016-11-10,21,Otro
2016-11-11,26,Otro
2016-11-12,7,Otro
2016-11-13,7,Otro
2016-11-14,9,Otro
2016-11-15,20,Otro
2016-11-16,20,Otro
2016-11-17,19,Otro
2016-11-18,18,Otro
2016-11-19,13,Otro
2016-11-20,12,Otro
2016-11-21,14,Otro
2016-11-22,8,Otro
2016-11-23,10,Otro
2016-11-24,14,Otro
2016-11-25,11,Otro
2016-11-26,8,Otro
2016-11-27,8,Otro
2016-11-28,11,Otro
2016-11-29,8,Otro
2016-11-30,8,Otro
2016-12-01,13,Otro
2016-12-02,9,Otro
2016-12-03,8,Otro
2016-12-04,27,Otro
2016-12-05,16,Otro
2016-12-06,21,Otro
2016-12-07,13,Otro
2016-12-08,14,Otro
2016-12-09,17,Otro
2016-12-10,13,Otro
2016-12-11,15,Otro
2016-12-12,7,Otro
2016-12-13,8,Otro
2016-12-14,13,Otro
2016-12-15,6,Otro
2016-12-16,14,Otro
2016-12-17,16,Otro
2016-12-18,9,Otro
2016-12-19,12,Otro
2016-12-20,12,Otro
2016-12-21,28,Otro
2016-12-22,9,Otro
2016-12-23,13,Otro
2016-12-24,10,Otro
2016-12-25,14,Otro
2016-12-26,7,Otro
2016-12-27,11,Otro
2016-12-28,10,Otro
2016-12-29,12,Otro
2016-12-30,15,Otro
2016-12-31,16,Otro
2017-01-01,12,Otro
2017-01-02,9,Otro
2017-01-03,15,Otro
2017-01-04,10,Otro
2017-01-05,16,Otro
2017-01-06,21,Otro
2017-01-07,12,Otro
2017-01-08,15,Otro
2017-01-09,14,Otro
2017-01-10,14,Otro
2017-01-11,15,Otro
2017-01-12,17,Otro
2017-01-13,16,Otro
2017-01-14,7,Otro
2017-01-15,14,Otro
2017-01-16,13,Otro
2017-01-17,9,Otro
2017-01-18,9,Otro
2017-01-19,11,Otro
2017-01-20,7,Otro
2017-01-21,11,Otro
2017-01-22,13,Otro
2017-01-23,9,Otro
2017-01-24,11,Otro
2017-01-25,7,Otro
2017-01-26,9,Otro
2017-01-27,16,Otro
2017-01-28,3,Otro
2017-01-29,9,Otro
2017-01-30,10,Otro
2017-01-31,8,Otro
2017-02-01,19,Otro
2017-02-02,13,Otro
2017-02-03,8,Otro
2017-02-04,2,Otro
2017-02-05,20,Otro
2017-02-06,13,Otro
2017-02-07,3,Otro
2017-02-08,16,Otro
2017-02-09,14,Otro
2017-02-10,17,Otro
2017-02-11,12,Otro
2017-02-12,10,Otro
2017-02-13,10,Otro
2017-02-14,17,Otro
2017-02-15,6,Otro
2017-02-16,15,Otro
2017-02-17,7,Otro
2017-02-18,20,Otro
2017-02-19,5,Otro
2017-02-20,13,Otro
2017-02-21,20,Otro
2017-02-22,18,Otro
2017-02-23,12,Otro
2017-02-24,22,Otro
2017-02-25,12,Otro
2017-02-26,8,Otro
2017-02-27,12,Otro
2017-02-28,23,Otro
2017-03-01,5,Otro
2017-03-02,27,Otro
2017-03-03,14,Otro
2017-03-04,20,Otro
2017-03-05,20,Otro
2017-03-06,13,Otro
2017-03-07,7,Otro
2017-03-08,11,Otro
2017-03-09,5,Otro
2017-03-10,20,Otro
2017-03-11,7,Otro
2017-03-12,11,Otro
2017-03-13,16,Otro
2017-03-14,13,Otro
2017-03-15,13,Otro
2017-03-16,14,Otro
2017-03-17,14,Otro
2017-03-18,10,Otro
2017-03-19,3,Otro
2017-03-20,9,Otro
2017-03-21,12,Otro
2017-03-22,10,Otro
2017-03-23,7,Otro
2017-03-24,12,Otro
2017-03-25,14,Otro
2017-03-26,13,Otro
2017-03-27,11,Otro
2017-03-28,9,Otro
2017-03-29,11,Otro
2017-03-30,20,Otro
2017-03-31,16,Otro
2017-04-01,7,Otro
2017-04-02,11,Otro
2017-04-03,10,Otro
2017-04-04,9,Otro
2017-04-05,12,Otro
2017-04-06,12,Otro
2017-04-07,16,Otro
2017-04-08,39,Otro
2017-04-09,13,Otro
2017-04-10,12,Otro
2017-04-11,12,Otro
2017-04-12,11,Otro
2017-04-13,8,Otro
2017-04-14,11,Otro
2017-04-15,10,Otro
2017-04-16,7,Otro
2017-04-17,4,Otro
2017-04-18,21,Otro
2017-04-19,17,Otro
2017-04-20,15,Otro
2017-04-21,9,Otro
2017-04-22,13,Otro
2017-04-23,3,Otro
2017-04-24,11,Otro
2017-04-25,11,Otro
2017-04-26,18,Otro
2017-04-27,4,Otro
2017-04-28,13,Otro
2017-04-29,13,Otro
2017-04-30,9,Otro
2017-05-01,24,Otro
2017-05-02,9,Otro
2017-05-03,7,Otro
2017-05-04,15,Otro
2017-05-05,11,Otro
2017-05-06,15,Otro
2017-05-07,21,Otro
2017-05-08,13,Otro
2017-05-09,10,Otro
2017-05-10,17,Otro
2017-05-11,4,Otro
2017-05-12,12,Otro
2017-05-13,6,Otro
2017-05-14,11,Otro
2017-05-15,26,Otro
2017-05-16,11,Otro
2017-05-17,22,Otro
2017-05-18,21,Otro
2017-05-19,12,Otro
2017-05-20,8,Otro
2017-05-21,7,Otro
2017-05-22,20,Otro
2017-05-23,17,Otro
2017-05-24,18,Otro
2017-05-25,21,Otro
2017-05-26,12,Otro
2017-05-27,18,Otro
2017-05-28,12,Otro
2017-05-29,13,Otro
2017-05-30,20,Otro
2017-05-31,34,Otro
2017-06-01,10,Otro
2017-06-02,13,Otro
2017-06-03,10,Otro
2017-06-04,16,Otro
2017-06-05,14,Otro
2017-06-06,15,Otro
2017-06-07,15,Otro
2017-06-08,8,Otro
2017-06-09,23,Otro
2017-06-10,12,Otro
2017-06-11,10,Otro
2017-06-12,3,Otro
2017-06-13,17,Otro
2017-06-14,23,Otro
2017-06-15,25,Otro
2017-06-16,15,Otro
2017-06-17,18,Otro
2017-06-18,8,Otro
2017-06-19,10,Otro
2017-06-20,14,Otro
2017-06-21,24,Otro
2017-06-22,14,Otro
2017-06-23,15,Otro
2017-06-24,10,Otro
2017-06-25,11,Otro
2017-06-26,17,Otro
2017-06-27,16,Otro
2017-06-28,15,Otro
2017-06-29,14,Otro
2017-06-30,14,Otro
2017-07-01,10,Otro
2017-07-02,22,Otro
2017-07-03,15,Otro
2017-07-04,26,Otro
2017-07-05,9,Otro
2017-07-06,21,Otro
2017-07-07,19,Otro
2017-07-08,11,Otro
2017-07-09,23,Otro
2017-07-10,3,Otro
2017-07-11,14,Otro
2017-07-12,18,Otro
2017-07-13,10,Otro
2017-07-14,18,Otro
2017-07-15,22,Otro
2017-07-16,13,Otro
2017-07-17,12,Otro
2017-07-18,22,Otro
2017-07-19,17,Otro
2017-07-20,5,Otro
2017-07-21,11,Otro
2017-07-22,13,Otro
2017-07-23,5,Otro
2017-07-24,17,Otro
2017-07-25,24,Otro
2017-07-26,16,Otro
2017-07-27,15,Otro
2017-07-28,11,Otro
2017-07-29,14,Otro
2017-07-30,10,Otro
2017-07-31,11,Otro
2017-08-01,10,Otro
2017-08-02,11,Otro
2017-08-03,30,Otro
2017-08-04,14,Otro
2017-08-05,20,Otro
2017-08-06,18,Otro
2017-08-07,15,Otro
2017-08-08,19,Otro
2017-08-09,23,Otro
2017-08-10,14,Otro
2017-08-11,13,Otro
2017-08-12,4,Otro
2017-08-13,7,Otro
